1,https://www.estadiodeportivo.com/polideportivo/2014/03/30/repase-posicion-listado-completo-carrera-popular-nervion-san-pablo/22186.html,"2 DOMINGUEZ POYATO JUAN MANUEL 0:32:09 3 PADUA ... 755 CHANFREUT RODRIGUEZ 
JOSE CRISTOBAL 0:44:58 ... 2900 MARTIN LLORET PABLO 0:58:02 ... 3170 
VALDIVIESO MORILLA JOSE MANUEL 1:00:29",30 mar. 2014
2,https://www.estadiodeportivo.com/polideportivo/2013/10/28/listado-completo-carrera-popular-casco-antiguo/14081.html,"6 DOMINGUEZ POYATO JUAN MANUEL 0:32:38 7 MORCILLO APARICIO ... 190 MARTEL 
BASTIDA CRISTOBAL 0:39:51 ... 694 LOPEZ LLORET MANUEL 0:46:00 ... 1552 
VALDIVIESO MORILLA JOSE MANUEL 0:52:12",28 oct. 2013
