101,https://elintransigente.com/2020/12/gustavo-arribas-declaro-hoy-sobre-el-presunto-espionaje-ilegal-contra-presos-k-y-nego-todas-las-acusaciones/,"Andrés Arauz sostuvo días atrás que el gobierno del actual presidente Lenín 
Moreno, exvicepresidente de Correa en el pasado, buscaba ...",hace 1 día
102,https://www.elcomercio.com/actualidad/arauz-recursos-casacion-correa-elecciones.html,"Andrés Arauz, precandidato presidencial por Centro Democrático, insiste en 
que su compañero de fórmula, Rafael Correa Delgado, sí aceptó su ...",3 sep. 2020
103,https://www.eluniverso.com/noticias/2020/09/02/nota/7964182/correismo-rafael-correa-carlos-rabascall-candidato-vicepresidente,"... y Compromiso Social para reemplazar a Rafael Correa; Carlos Rabascall 
vuelve a ser una opción para binomio de Andrés Arauz. Andrés ...",2 sep. 2020
104,https://confirmado.net/2020/09/03/andres-arauz-nos-vamos-con-rafael-como-binomio-hemos-cumplido-con-todos-los-requisitos/,"Andrés Arauz candidato presidencial por el progresismo visitó por primera 
vez Guayaquil desde que comenzó la crisis sanitaria por el virus de ...",3 sep. 2020
105,https://okdiario.com/espana/iglesias-uso-viaje-rey-pedir-ecuatoriano-arauz-que-no-investigue-caja-b-podemos-6463004,"El candidato a la Presidencia de Ecuador Andrés Arauz, plenamente afín al 
ex mandatario Correa, viajó aquel sábado a Bolivia para asistir a ...",Hace 2 semanas
106,https://www.elindependiente.com/internacional/2020/11/15/iglesias-busca-aliarse-con-el-populismo-de-izquierdas-en-america-latina/,"... el ex presidente de Ecuador Rafael Correa y Andrés Arauz, candidato a 
la Presidencia de este país; los candidatos chileno, Daniel Jadue, ...",Hace 3 semanas
107,https://www.expreso.ec/actualidad/andres-arauz-habla-subir-iva-caso-llegar-presidencia-90588.html,"Más impuestos. El precandidato a la Presidencia de la República por Centro 
Democrático, Andrés Arauz, estudia la posibilidad de incrementar ...",24 sep. 2020
108,https://www.elcomercio.com/actualidad/primarias-correismo-binomios-correa-asamblea.html,"Centro Democrático que dos listas se inscribieron como opciones de binomio 
presidencial. Ambas lideradas por Andrés Arauz. Foto: Twitter/ ...",19 ago. 2020
109,https://www.celag.org/lecciones-bolivianas-para-america-latina/,"Hay muchas probabilidades que Andrés Arauz lo sea en Ecuador. Hay líderes 
como Daniel Jadue en Chile, Verónika Mendoza en Perú y ...",Hace 1 semana
110,https://www.elcomercio.com/video/arauz-acepto-candidatura-presidencial-correa.html,"Andrés Arauz candidato presidencial suscribió el acta sin su compañero de 
fórmula, el expresidente Rafael Correa, quien se encuentra en ...",27 ago. 2020
